,guide_name,url,filename,embedding
0,Having A Baby,https://www.life.gov.sg/guides/having-a-baby,Guide 1.txt,-0.0079198675 -0.035194468 -0.010933793 -0.065441 0.0075801066 0.035033014 0.039408285 0.0377604 -0.013019632 -0.005218237 0.02504303 -0.05130643 0.038201507 0.033595182 -0.018079307 0.0001774123 -0.019425502 -0.0055770297 -0.013453811 -0.04466552 -0.009801705 0.014138057 -0.0128655275 0.021009577 -0.0027194822 -0.02921088 -0.007569327 0.025626214 -0.003112232 -0.025494205 0.023547435 0.019486098 0.014923646 0.0013825815 2.2609843e-06 -0.010804915 -0.013335684 0.013788534 -0.058434375 0.022668594 -0.014020498 -0.01668767 -0.027043045 0.022367582 0.0076446217 0.012104212 0.0261343 0.010803951 -0.0050395806 0.025429264 -0.010276532 -0.021881547 -0.025591383 0.006879003 -0.029374264 -0.06851918 0.014732223 -0.013448907 0.048665296 -0.046218123 -0.010504173 0.025086543 -0.008284937 -0.02264525 0.008695602 0.00047528805 0.06399912 -0.054298755 0.042544905 0.0075994693 0.06194916 -0.024493465 -0.025930816 -0.009482842 -0.045347303 0.036760744 0.011074478 0.060149733 -0.017141504 -0.016577767 0.06968493 0.0019633668 -0.0038138505 -0.03773688 0.008989876 0.004646122 0.016424146 -0.009850014 0.010385581 -0.0062307334 0.00065550767 0.003101169 -0.012141384 0.021610567 0.026567994 0.027568774 -0.010302107 0.00040727187 -0.007919532 -0.015407044 -0.0051016696 -0.0030390886 -0.010654031 0.02506298 0.037422027 0.050695278 -0.029730055 0.030215567 -0.015708996 0.03434482 0.0064425305 0.007771892 0.014173183 0.035570975 -0.006652374 -0.007455381 -0.081997186 0.03565561 0.013226202 -0.014243164 0.08982828 0.02676758 -0.0308211 0.018832851 -0.034626026 -0.009993044 0.0034374788 -0.015281403 0.0075979936 -0.015204298 -0.0026384883 0.024457002 0.02778866 0.04713736 -0.034275785 -0.02098365 0.04987065 -0.009482511 -0.012222982 0.022868546 0.0031864957 -0.003606714 -0.0028004362 0.0017480737 -0.020867474 -0.019974316 -0.015744017 -0.006627415 0.019564942 0.03206677 0.035482988 -0.05838329 -0.0059413444 -0.02591418 -0.011302686 0.032569505 0.026798096 0.052499894 0.0032768657 -0.048602432 -0.0014618174 -0.0069552665 -0.016760467 0.02443986 -0.0061134803 -0.007772608 0.028458638 -0.00681158 -0.04921121 -0.058140833 -0.045726154 -0.030712478 -0.022421036 0.019247508 -0.044456728 0.045682885 -0.018274294 -0.038540125 0.030349685 -0.037189763 -0.033003494 -0.04677356 0.030631626 -0.013926271 -0.01277123 0.0025585713 -0.049654778 -0.004593539 -0.0010092637 -0.032155942 -0.007241132 -0.004631471 -0.01779764 0.005426086 0.045049973 0.046574607 0.014349454 0.021720612 0.0058094747 0.021400455 -0.014424826 -0.0479433 -0.012636042 0.023559904 -0.00043987672 -0.022027824 -0.063977964 0.009708487 -0.042164262 0.031547412 -0.04249433 -0.017935554 -0.038193457 -0.005844108 0.0015118646 0.020037573 0.0034578894 0.044347417 0.023859832 -0.034393895 0.0023395654 0.05494883 0.031380635 0.030259775 0.00024125833 -0.008699712 0.015242542 -0.026468858 0.04084779 0.01124492 0.0034587155 0.017148858 0.046664942 0.01578442 0.031868752 0.08161682 -0.007852525 -0.060927294 -0.035766333 0.03459461 -0.016107587 0.0019781059 0.0002856364 -0.010596033 -0.00037032904 0.03285918 -0.005762237 -0.023164386 0.03784079 -0.0066587133 -0.0052596796 7.666999e-05 -0.027708674 0.006737918 -0.017509067 -0.019759275 0.008321327 -0.016250273 -0.06235395 0.05627075 -0.043260228 -0.013125616 -0.041408647 -0.0007479936 0.05078958 -0.052692223 0.018493054 -0.03798221 -0.021753712 0.00046080915 0.032440335 0.02337863 -0.027158393 0.0062156725 -0.015738491 -0.027512481 -0.023727003 0.023102181 -0.005777574 -0.007843643 -0.046493344 0.061953794 0.04325633 0.030624023 0.022248903 -0.004809581 0.045570903 -0.011851501 -0.009644063 -0.009591912 0.008012679 -0.012701167 -0.025053754 0.03275891 -0.011429761 0.009605841 -0.07903088 0.03311085 -0.019869782 0.021174438 -0.06305876 0.014652462 -0.025366047 -0.016523015 0.021766976 0.053839583 0.035695188 0.085449636 -0.03748968 -0.014288255 -0.04232628 0.019284347 0.007109148 0.020265348 0.018216712 -0.020753643 0.0034785396 -0.002686013 -0.034232695 -0.0013355046 0.036060333 -0.0112885265 -0.04239111 0.0038166502 -0.0076321526 -0.06409485 -0.044145342 0.024538241 0.0066519715 -0.048093654 0.018592285 0.024632428 -0.0109699005 -0.019699046 0.038143124 -0.03519074 0.004709244 -0.033186037 0.0035707348 -0.0083638085 -0.009324035 -0.027386598 -0.031895116 -0.00095922727 0.026012797 0.016383778 -0.02630311 0.022132464 0.033019442 -0.01621224 -0.027764894 -0.035488002 -0.0063012405 -0.015520495 -0.014406599 -0.008469639 -0.012853301 -0.028258087 0.0073918323 0.0006766979 -0.023525756 0.024739191 -0.045799732 0.04347244 0.041611537 -0.003748699 0.03834936 -0.023817776 -0.025904724 0.019764341 0.02212596 -0.02683807 0.013745065 0.020423692 -0.015157005 -0.0057094875 -0.05229128 -0.004367841 -0.02668291 0.039174806 -0.056098886 -0.0077930824 0.06266917 0.02504752 -0.06106213 -0.0433404 0.062396873 -0.0328441 0.026474094 0.017735854 0.012873887 -0.013094107 0.012829604 0.040690266 0.004878145 0.038423494 -0.008441238 0.012669084 0.038712393 0.0005851671 0.01327157 -0.010323433 -0.04704451 0.046226375 -0.010164141 -0.006404134 0.024514318 0.009486876 -0.02893396 -0.020475065 0.062248986 -0.022346415 -0.060908645 0.008865418 -0.031191053 -0.039406527 0.02142421 -0.008625561 0.03204976 -0.037583254 0.06436015 0.022983335 0.043042094 -0.017296147 -0.01002645 0.022592826 0.03997581 -0.008288883 0.0043181623 -0.0142014 -0.04186017 0.028947191 0.0048996974 0.01841136 -0.010101894 0.018909015 0.0027035591 -0.029141344 -0.0032176957 0.0049326094 0.001860557 0.008232322 0.07188852 -0.011966288 -0.024352944 0.036948275 0.019786077 0.03833669 -0.015671356 -0.051002137 -0.0031165543 -0.037499912 -0.018401062 -0.06859694 0.046332456 -0.028322391 -0.10488554 -0.020831091 0.0046795015 -0.045690376 -0.036095925 0.009173231 0.003459205 -0.015726987 0.10013699 0.015879907 1.8734125e-05 0.0077999067 0.006758814 0.019832363 0.028415792 -0.025992036 0.008300398 5.1000185e-05 0.016661037 0.003244723 0.015490086 0.069753624 0.06407028 0.027665444 0.04107065 -0.011056703 0.030834207 -0.038869742 -0.035412338 -0.0022038915 -0.005665312 -0.022049969 -0.012024861 -0.020792663 0.020358564 -0.026245076 -0.019393027 -0.06362786 -0.028046567 -0.024614725 -0.0037903718 0.03300386 -0.0025265273 0.059816323 -0.039593678 0.031935193 0.007426754 -0.034441005 -0.03984091 0.026427306 0.005936539 0.06236305 0.002174093 0.006919058 0.029377487 0.020757545 0.088435374 -0.06404476 -0.0063707363 -0.06782313 0.011186366 0.0067191324 0.008569374 -0.045832086 -0.021348955 -0.01206348 0.0091864215 -0.008869193 0.0017725999 0.016365409 0.0136764785 -0.034646124 0.04127802 0.009979338 0.0327162 -0.012713565 0.014918758 0.02099516 0.0118344175 -0.05040621 -0.0045924345 0.0026035102 -0.0022740457 0.009139316 -0.012282878 -0.03220038 -0.034142245 -0.020934006 0.026664063 0.01948772 0.02878466 -0.032946594 -0.014584986 0.012911843 -0.016199699 0.00037607175 0.04956296 0.02334338 0.037677057 -5.4813346e-33 -0.034792367 0.023679812 0.028601542 0.02438521 0.01853607 0.010885422 0.013412307 -0.012759342 0.01954203 -0.013297411 0.0075776605 0.00867486 0.0052630096 0.019829309 0.0065209563 0.0039186208 -0.0073371856 -0.00093934557 0.0227129 -0.0015976649 -0.010988423 -0.025354842 0.02982824 0.048929557 0.023635346 0.03198746 0.018865831 -0.0051260656 0.011095938 0.03080658 0.017363124 -0.021521758 0.0008198885 0.0035331899 0.0402562 0.01311908 -0.026733125 -0.0068286243 -0.03413628 -0.0056647216 -0.09759393 -0.036521707 0.030549295 0.024380757 -0.03045359 -0.06774912 -0.010733075 0.011033919 -0.016375987 -0.03931 -0.024889346 0.031763215 -0.0025386673 0.057710215 0.005445919 -0.004042813 -0.019385848 0.024721233 -0.0030401766 -0.002486839 0.013379659 0.021744383 -0.033553943 -0.0148871215 0.043589238 -0.042306177 -0.040736686 0.022530893 -0.012141316 -0.02866172 0.040113267 -0.0044763754 -0.048153833 -0.04834399 0.060089156 0.016145824 -0.01301925 -0.023530422 0.007261762 0.037254285 0.026256798 0.051651124 -0.028981928 0.009651157 -0.05401778 -0.022142515 -0.02309829 -0.045309957 0.0041403207 -0.0053587104 -0.0044411635 -0.039831437 -0.048559204 -0.019235233 0.022553954 -0.04771622 0.0687161 -0.014022421 0.011290564 -0.00395044 -0.0037979183 -0.017754428 0.01905603 -0.005277909 0.0098956935 -0.00040629035 0.015975246 -0.012998681 -0.045209505 -0.009707459 0.009476747 -0.05884078 0.016901178 -0.030548785 -0.029315943 0.00062061404 0.005989961 -0.011420206 0.016576368 0.029942462 -0.022641083 -0.005174407 -0.014984483 -0.049930416 -0.06740875 0.02723464 -0.0072355582 0.04436399 0.010259088 0.030189954 0.05212202 0.02383436 2.749872e-07 0.029263277 0.05960622 -0.025131932 -0.034038868 0.018511834 -0.047517855 -0.010499326 -0.013069793 0.019157914 0.06369501 0.016915672 -0.051983032 -0.006387898 -0.043528076 -0.037513383 0.036316898 0.009764862 0.05099775 0.028599985 0.017948287 -0.03253431 0.04716948 0.027762553 0.01025105 0.017365826 0.07176579 0.0058247386 -0.01365913 -0.019235099 -0.05828774 0.036080733 0.010215978 0.04091063 -0.007592765 -0.037375994 0.022337183 -0.016807154 0.054278456 -0.04501225 0.021327931 0.0056745536 -0.039989512 0.03062826 -0.03975371 0.021281166 0.047881614 -0.038331944 0.02065994 0.019166503 -0.05019063 0.018424729 0.043825034 -0.01172506 0.02566365 -0.0017224442 -0.02153141 -0.0252706 0.0004822746 -0.013299804 0.062592424 -0.001684124 -0.02632692 0.012757628 0.021527983 -0.0050572804 -0.029608138 0.0028337706 2.6621712e-34 0.02639323 0.007899802 -0.07202061 -0.028361762 0.03585976 -0.017101742 -0.013291889 0.0015076334 0.02023204 -0.034683723 0.036909975
1,Active Ageing,https://www.life.gov.sg/guides/active-ageing,Guide 10.txt,0.0230197 0.013333103 -0.0028988149 -0.030944478 0.025217107 0.018505577 0.040131733 0.015230748 0.032171886 0.02433356 0.010004734 -0.014594098 0.022396708 0.030361958 -0.026509166 -0.043407813 0.013655099 0.0038657393 0.012993497 -0.003452349 -0.04059672 0.01191473 -0.0146985045 0.04147751 0.02251187 -0.014812678 0.03509808 0.0009812117 0.03402731 -0.050068557 0.047681436 -0.023447165 4.2519998e-05 -0.024957739 2.657235e-06 -0.020630017 0.0142903365 0.0047031255 -0.05747219 0.004182871 0.039815325 -0.004572991 -0.02041124 0.00559761 -0.015853478 -0.021752063 0.019311354 0.006414095 0.004532588 0.02251891 -0.004530794 0.02270035 -0.054102022 -0.01659277 0.011619647 -0.004833683 -0.016411226 -0.0015604387 0.03495373 -0.020839006 -0.0101375105 0.024021922 -0.024792325 -0.0052190963 0.04160105 0.0040809712 0.030485325 -0.037318364 0.025923451 -0.0051223068 0.042380664 0.012278586 -0.010801963 0.010418167 -0.021701308 0.026762834 -0.020878652 -0.013166304 -0.008251117 0.0025302803 0.030348472 0.05022423 0.0012750347 -0.0072068153 0.035842877 -0.044733036 -0.003740743 0.002393655 0.004078162 -0.021016983 0.024495974 0.006415636 0.008108487 0.008175468 0.0046498235 -0.008532737 0.024485849 -0.019365199 0.024764521 -0.02051001 -0.020187862 0.023172209 -0.017265912 0.022969794 0.005932358 -0.018007653 -0.011989271 0.012617823 -0.048999332 0.04670283 0.0013946816 0.008573296 0.019141711 0.053195473 -0.0011492448 -0.008576425 -0.08551751 -0.0014515738 -0.0040501594 -0.008537951 0.027376467 0.035929985 -0.0041885194 0.014314725 -0.001676914 0.057262648 -0.037053343 0.0012881708 -0.012073522 -0.02751142 0.00066037907 0.006650074 -0.0001520472 -0.026761105 0.02185654 -0.0073059993 -0.015979592 0.020853274 -0.0117535675 0.0017022287 -0.011398617 -0.0004307084 0.019602425 0.004911649 -0.009953975 -0.0058592334 0.025282586 0.011188082 -0.0011448886 0.010983667 -0.022962077 -0.015849052 0.018194562 0.0084403055 0.059643917 0.039244976 0.052049696 0.0002957186 0.0059061353 -0.041834287 0.0034219988 -0.008693424 -0.022122627 -0.0040446594 -0.005645945 0.025553193 0.045710567 -0.010335416 -0.0017614823 -0.006461731 -0.028235786 -0.002949814 -0.013197542 0.029485123 0.0014076853 0.008591986 -0.0022330882 -0.02541213 -0.03917261 -0.037179947 0.010598097 -0.05959641 0.022179525 -0.006441444 0.017558018 0.016739931 -0.033577338 0.02175487 -0.018108249 -0.008812708 0.010539516 -0.001975684 -0.003903069 0.0115888035 0.013995285 0.017899655 0.013687481 -0.0009642357 0.0064290776 -0.043806355 -0.009104988 -0.05974371 -0.011030148 0.032627806 -0.0038052825 0.01695448 -0.029597932 -0.007745756 0.0050703813 -0.012841313 -0.014341764 0.00048457936 0.016782304 -0.01689051 0.013260733 0.007135893 0.0054658744 -0.003936729 0.022482703 0.026306685 -0.000169406 0.060030863 -0.0036838464 0.0010448878 -0.009176353 0.005533305 0.022162009 -0.007124626 0.033005938 0.04215284 0.014758187 0.026650632 0.0052305628 -0.0019137618 0.03797078 0.038846035 0.0021802764 0.003770427 -0.011629094 -0.013148441 0.008300619 -0.0031627992 -0.0023129336 -0.0004401551 -0.028187815 0.052853905 -0.008736408 0.007222837 0.003937654 0.02171694 -0.040300712 0.004211243 -0.0033329902 -0.0014075323 -0.05685288 0.021010324 -0.029150955 -0.00864202 -0.06771817 0.01835211 -0.045970783 -0.009509892 -0.02475641 -0.020985924 0.05208681 -0.025379512 0.027382562 -0.06542135 -0.03295521 -0.0021443695 -0.012716902 0.005868129 0.0010218981 0.0039358446 -0.03293592 0.011328165 0.007361463 0.027395448 -0.0067926757 0.011202729 -0.02116068 0.04564907 -0.012534307 0.011518426 -0.0014676505 0.024727184 0.0581887 -0.08052626 0.047883734 -0.037208907 0.024549259 0.0023595938 -0.014938008 -0.014898412 -0.0072136214 0.005469495 -0.05284922 0.05576939 0.015578193 0.004027572 -0.011114563 -0.00017913268 0.017106216 0.006417663 -0.010426616 0.023212092 0.010390367 0.0010054429 0.0031408416 -0.027475039 -0.0059475405 0.02827638 0.002026504 -0.016132139 -0.007883189 0.0063887215 -0.036385465 -0.012921372 -0.018668268 -0.010863742 0.034019772 -0.00844496 -0.021227969 0.031376533 -0.016360775 -0.043036617 -0.02241635 -0.0121983895 -0.009163245 -0.0711236 0.01688079 0.015383792 -0.016815823 -0.016487688 -0.011818451 -0.043441046 -0.0146620255 -0.016835473 -0.008238208 -0.008487186 -0.0144548435 -0.044235956 -0.022626536 0.013020327 -0.028456703 -0.009652225 -0.030225124 0.02205403 -0.011019902 -0.01996252 -0.02804551 0.022706702 -0.0096397465 0.011205683 0.0038738924 -0.01217274 -0.0147234835 0.0047455067 -0.032253474 0.0021214024 -0.012739609 0.03255667 -0.034745283 -0.008657624 0.03565867 0.009343432 0.032901295 0.0023695326 -0.0020179078 0.0046307785 0.02381749 0.0056885877 0.0010721054 0.020482231 -0.02039132 -0.04484636 -0.006554052 -0.009649982 -0.010700337 -0.0009820103 -0.025567051 -0.036065698 0.031783946 0.017655358 0.0056683165 -0.023158357 0.033902574 -0.031839445 0.04054808 0.04054699 0.029352434 -0.028198816 0.006788505 0.04341897 -0.025206592 0.03143081 0.006377872 0.0009236463 -0.013230022 0.029076295 0.01106844 -0.042863578 -0.017033521 0.03854118 0.0009918031 0.027402017 0.034219958 -0.006463278 0.014869275 -0.035573617 0.016315373 -0.028807981 -0.0011427598 -0.018316045 0.046817563 -0.0476968 0.009620058 -0.009732109 0.040166084 -0.044037215 0.017881334 0.043405034 -0.004712777 -0.010738562 0.0021993904 -0.0060270196 0.07265108 0.0061244243 -0.007975005 0.0005430979 0.0035733667 0.0665444 0.0013035856 0.04812193 -0.0032983802 0.004124565 0.014106843 -0.026757421 -0.030952385 0.01147657 -0.0077678035 0.010785922 0.0432186 -0.01227684 -0.015528951 -0.008553177 0.017511908 0.028796943 0.0053511956 -0.043282345 0.03522655 -0.048237864 -0.023566578 -0.037024435 0.012796509 -0.015552318 -0.085273944 -0.048778966 0.020306088 0.013819406 0.026853835 0.020904027 -0.0029342903 0.008963082 0.052595142 0.04123799 -0.00088493014 -0.0007483545 0.0039878553 -0.035117462 0.0023281786 -0.0017242399 -0.024214376 0.026762307 -0.008975999 0.0041403854 -0.008409971 0.0016923739 0.012593987 0.025492257 0.031365983 0.007621916 -0.014714772 -0.019491784 -0.012042611 0.010395668 0.03133035 -0.031125147 -0.024119383 -0.035742544 0.009851457 -0.018797584 0.0084447535 -0.021872858 0.0011926298 0.018086484 -0.035706174 0.024255447 -0.012158738 0.045458578 0.011279594 0.010081482 0.008416563 -0.006718559 -0.030772617 0.0011928717 0.0069715977 0.06588634 -7.4876705e-05 -0.009717474 0.017690908 -0.001720523 0.01453689 -0.06456337 -0.021479933 -0.015243745 0.0014415042 0.018080426 0.0022490416 -0.028039793 0.005029657 -0.027258817 -0.0012409894 0.008389491 -0.0034062369 0.016948543 -0.014613695 -0.028313437 -0.013832646 0.031939268 -0.024503823 -0.03004819 0.03075866 -0.004947767 -0.009121798 -0.012141737 0.019816214 0.034386396 -0.048655964 -0.0018591047 -0.005398916 -0.014250472 0.0009309191 -0.03886876 0.021917216 0.024031185 -0.006353002 -0.03470707 9.366055e-05 -0.03555106 -0.021271357 -0.00602362 -0.020340743 0.03937327 0.01432767 -7.0577996e-33 -0.0022272693 -0.004697494 0.0076274653 0.0003858956 -0.012490854 0.003953342 -0.02131212 -0.0022966336 -0.024264872 -0.0106092375 0.023821425 0.0049373507 0.014427448 0.029011805 0.03501551 -0.036507465 0.022430444 0.011586112 0.009563721 -0.022542618 -0.032981873 -0.016852092 0.02459123 -0.002604612 0.03346932 0.025157703 0.015925907 -0.015981758 0.013273312 0.00053012965 0.002940635 -0.011705404 0.006070284 0.039404813 0.04030731 0.0016001589 -0.049964275 0.014914325 -0.02835829 0.027698353 -0.056960486 -0.053107627 0.0050029224 0.020465042 -0.013659085 -0.03975959 -0.019679798 -0.010343421 0.010430854 -0.017021555 0.0036743586 0.004569921 0.011107747 0.041097052 -0.03485991 0.013605771 -0.006183731 0.031872932 0.0007874153 0.015180436 0.041432332 0.028383559 -0.012950018 0.014414544 -0.0135713145 -0.048888095 -0.03507834 -0.028510533 -0.04363775 -0.007978705 0.0042248815 -0.007426196 -0.032633696 -0.023487033 0.021720901 -0.015330786 -0.016393363 0.0077703916 0.035265826 0.051406432 -0.03008465 0.03198633 0.0023688565 -0.0153766 -0.015923958 0.00616819 -0.022680065 -0.019710312 0.00964425 0.0026834277 -0.0075897737 -0.0076832133 -0.035363864 -0.012297752 0.04004456 -0.01608303 0.04405897 -0.01480573 0.0027518591 -0.016729772 -0.016644828 0.0025112545 0.0047953934 -0.0068814433 0.0031073007 0.02224105 0.0024734896 -0.01517449 -0.039152037 0.008209643 0.026642598 -0.042761013 0.009608146 -0.02190816 -0.006545229 -0.021318385 0.010427239 0.040921025 0.0004593279 0.010727702 -0.0017592744 -0.003393666 0.006017846 -0.017427966 -0.02517391 0.018830566 -0.014232575 0.015297577 0.014377245 -0.0111886505 0.039377294 -0.0042292145 3.321208e-07 -0.005153542 0.058556225 -0.00039735387 -0.030890215 0.011030862 -0.014898812 -0.036261555 -0.0047943564 -0.02737629 0.07864718 0.049362827 -0.04714619 0.0037514642 -0.0033867888 -0.032942697 0.016101869 -0.057096735 -0.0044056005 -0.010842541 0.015942745 -0.0027697298 0.029460179 -0.027469462 -0.016518462 0.028299376 0.00013916154 0.015455219 -0.032974973 -0.005779279 -0.033586457 -0.00085809 -0.025369441 0.03184825 0.003791763 -0.026923243 -0.03919526 0.013938311 0.06997674 -0.020183735 0.045720592 -0.028194958 0.012359461 0.010106064 -0.0098915445 0.023102732 0.013110695 -0.014000047 0.022450382 -0.01126527 0.0036602449 0.028598977 0.015622124 -0.031392865 0.001072245 0.019281184 0.030200796 -0.02277409 -0.00196407 0.024420805 -0.03277098 -0.0056104152 -0.04842867 0.013562694 0.021572085 -0.02628992 -0.033281725 -0.009472936 3.394455e-34 0.000803761 0.011985833 -0.03048892 -0.05057759 0.015944786 -0.03360244 0.013249341 0.009171153 0.017168216 0.004741572 -0.01768903
